mp_id,name,party,state,constituency,gender,age,education,attendance_pct,debates_count,total_questions_prs,total_questions_parsed,pvt_member_bills_count,profile_url,Health and Family Welfare,Agriculture and Farmers Welfare,Railways,Finance,Education,"Environment, Forest and Climate Change",Jal Shakti,Women and Child Development,Road Transport and Highways,Housing and Urban Affairs,Home Affairs,Commerce and Industry,Labour and Employment,Civil Aviation,Rural Development,"Consumer Affairs, Food and Public Distribution",AYUSH,Communications,Petroleum and Natural Gas,Textiles,Chemicals and Fertilizers,Law and Justice,"Fisheries, Animal Husbandry and Dairying",Tourism,Electronics and Information Technology,"Micro, Small and Medium Enterprises",Social Justice and Empowerment,Culture,Defence,New and Renewable Energy,Skill Development and Entrepreneurship,External Affairs,Youth Affairs and Sports,Human Resource Development,Power,Tribal Affairs,Information and Broadcasting,Coal,Prime Minister,Food Processing Industries,Corporate Affairs,Science and Technology,Minority Affairs,"Ports, Shipping and Waterways",Heavy Industries and Public Enterprises,Earth Sciences,Panchayati Raj,Mines,Steel,Statistics and Programme Implementation,Cooperation,Planning,Shipping,Development of North Eastern Region,Ayush,Consumer Affairs,Micro,Parliamentary Affairs,Heavy Industries,Statiscs and Programme Implementation,Atomic Energy,"Personnel, Public Grievances and Pensions",Space
basanta-kumar-panda,Basanta Kumar Panda,BJP,Odisha,Kalahandi,Male,62 years,Information Not Available,89,34,231,231,0,https://prsindia.org/mptrack/17-lok-sabha/basanta-kumar-panda,17,11,13,6,7,4,7,7,8,10,1,3,9,7,11,7,10,9,2,5,3,6,8,2,1,3,1,9,3,1,5,5,3,0,2,7,1,2,1,2,1,1,3,0,1,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
achyutananda-samanta,Achyutananda Samanta,BJD,Odisha,Kandhamal,Male,60 years,Doctorate,66,33,169,169,0,https://prsindia.org/mptrack/17-lok-sabha/achyutananda-samanta,10,6,13,5,8,7,4,6,5,5,1,4,3,7,4,4,3,4,3,3,3,1,5,6,2,4,4,3,5,2,1,3,3,1,2,7,1,1,0,0,0,2,1,1,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
anubhav-mohanty,Anubhav Mohanty,BJD,Odisha,Kendrapara,Male,42 years,Graduate,76,82,168,168,3,https://prsindia.org/mptrack/17-lok-sabha/anubhav-mohanty,9,9,5,4,4,8,8,4,4,4,1,2,7,5,6,6,2,4,3,5,5,6,4,1,2,3,1,5,5,4,0,0,2,2,1,4,0,4,3,3,1,0,4,0,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
chandrani-murmu,Chandrani Murmu,BJD,Odisha,Keonjhar,Female,30 years,Professional Graduate,80,18,121,121,0,https://prsindia.org/mptrack/17-lok-sabha/chandrani-murmu,9,6,1,1,2,7,6,10,9,1,2,4,6,0,8,1,0,1,1,0,0,3,0,3,0,1,2,1,0,2,2,1,0,0,1,8,1,1,1,1,1,1,0,0,0,0,4,8,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
saptagiri-sankar-ulaka,Saptagiri Sankar Ulaka,INC,Odisha,Koraput,Male,45 years,Professional Graduate,90,124,240,240,2,https://prsindia.org/mptrack/17-lok-sabha/saptagiri-sankar-ulaka,31,11,19,4,9,8,6,5,15,3,8,2,3,13,9,5,4,5,3,3,4,7,0,5,3,5,4,3,2,1,1,2,3,1,2,17,2,1,1,0,1,1,1,0,0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
bishweswar-tudu,Bishweswar Tudu,BJP,Odisha,Mayurbhanj,Male,58 years,Diploma Course,88,6,0,0,0,https://prsindia.org/mptrack/17-lok-sabha/bishweswar-tudu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramesh-chandra-majhi,Ramesh Chandra Majhi,BJD,Odisha,Nabarangpur,Male,45 years,Graduate,65,28,120,120,0,https://prsindia.org/mptrack/17-lok-sabha/ramesh-chandra-majhi,9,7,4,6,3,1,2,6,8,3,1,0,1,4,8,3,3,7,1,2,2,0,1,3,0,2,0,0,0,1,6,0,3,1,2,8,0,2,0,4,1,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
pinaki-misra,Pinaki Misra,BJD,Odisha,Puri,Male,64 years,Professional Graduate,93,46,201,201,0,https://prsindia.org/mptrack/17-lok-sabha/pinaki-misra,12,6,5,12,1,18,7,6,6,2,12,5,4,8,4,2,1,5,3,3,1,9,6,1,2,3,5,1,2,2,1,4,2,4,3,4,2,3,5,0,3,3,1,5,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nitesh-ganga-deb,Nitesh Ganga Deb,BJP,Odisha,Sambalpur,Male,51 years,Inter/ Higher Secondary,92,22,98,98,0,https://prsindia.org/mptrack/17-lok-sabha/nitesh-ganga-deb,8,6,10,9,1,4,4,1,5,1,11,4,0,3,0,3,3,4,2,0,1,0,0,0,5,0,0,0,5,2,0,1,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jual-juel-oram,Jual @ Juel Oram,BJP,Odisha,Sundargarh,Male,62 years,others,88,6,230,230,0,https://prsindia.org/mptrack/17-lok-sabha/jual-juel-oram,17,17,12,9,7,10,10,6,9,4,4,10,6,8,5,1,8,3,1,3,4,4,4,7,0,5,0,9,4,1,2,0,0,2,4,1,5,2,0,3,1,3,0,2,3,0,0,10,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0
ve-vaithilingam,Ve. Vaithilingam,INC,Puducherry,Puducherry,Male,73 years,Information Not Available,70,28,63,63,0,https://prsindia.org/mptrack/17-lok-sabha/ve-vaithilingam,5,0,5,7,4,0,1,1,9,4,7,0,0,2,0,1,0,1,0,1,0,0,2,0,0,1,0,0,2,0,0,0,0,1,2,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
gurjeet-singh-aujla,Gurjeet Singh Aujla,INC,Punjab,Amritsar,Male,51 years,Inter/ Higher Secondary,86,45,110,110,0,https://prsindia.org/mptrack/17-lok-sabha/gurjeet-singh-aujla,7,5,4,6,3,4,1,2,5,3,8,4,2,13,2,3,2,1,0,3,1,1,1,3,0,0,0,1,1,1,3,6,1,0,1,1,2,1,2,0,0,0,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
manish-tewari,Manish Tewari,INC,Punjab,Anandpur Sahib,Male,58 years,Graduate,95,79,212,212,6,https://prsindia.org/mptrack/17-lok-sabha/manish-tewari,15,7,0,36,2,5,3,0,11,5,16,4,3,17,0,3,0,5,3,1,2,6,0,2,5,0,0,2,7,1,0,9,0,1,3,0,21,1,7,0,3,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
harsimrat-kaur-badal,Harsimrat Kaur Badal,SAD,Punjab,Bathinda,Female,57 years,Graduate,61,24,83,83,0,https://prsindia.org/mptrack/17-lok-sabha/harsimrat-kaur-badal,9,6,0,9,4,1,6,1,4,1,3,3,0,2,2,10,0,0,2,0,3,0,0,1,0,0,4,2,2,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
mohammad-sadique,Mohammad Sadique,INC,Punjab,Faridkot,Male,84 years,Under Matric,64,14,2,2,0,https://prsindia.org/mptrack/17-lok-sabha/mohammad-sadique,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amar-singh,Amar Singh,INC,Punjab,Fatehgarh Sahib,Male,70 years,Professional Graduate,86,56,217,217,0,https://prsindia.org/mptrack/17-lok-sabha/amar-singh,19,11,5,6,7,8,11,8,3,6,3,5,8,11,5,7,6,2,5,1,9,2,2,4,11,7,4,2,5,1,7,3,2,1,1,1,1,2,0,0,1,0,1,1,2,0,1,3,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0
sukhbir-singh-badal,Sukhbir Singh Badal,SAD,Punjab,Ferozpur,Male,61 years,Information Not Available,20,7,34,34,0,https://prsindia.org/mptrack/17-lok-sabha/sukhbir-singh-badal,4,8,1,5,0,0,4,0,0,1,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ajay-singh-dharmendra-deol,Ajay Singh Dharmendra Deol,BJP,Punjab,Gurdaspur,Male,66 years,Information Not Available,17,0,4,4,0,https://prsindia.org/mptrack/17-lok-sabha/ajay-singh-dharmendra-deol,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
som-prakash,Som Prakash,BJP,Punjab,Hoshiarpur,Male,74 years,Post Graduate,N/A,0,0,0,0,https://prsindia.org/mptrack/17-lok-sabha/som-prakash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santokh-singh-chaudhary,Santokh Singh Chaudhary,INC,Punjab,Jalandhar,Male,77 years,Professional Graduate,82,19,45,45,2,https://prsindia.org/mptrack/17-lok-sabha/santokh-singh-chaudhary,4,2,0,2,0,1,1,2,0,3,0,0,3,1,2,1,0,2,0,0,0,1,1,0,1,3,0,2,2,1,0,0,1,1,0,1,0,1,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sushil-kumar-rinku,Sushil Kumar Rinku,AAP,Punjab,Jalandhar,Male,,Inter/ Higher Secondary,64,7,19,19,0,https://prsindia.org/mptrack/17-lok-sabha/sushil-kumar-rinku,0,1,0,2,1,0,2,0,0,1,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
jasbir-singh,Jasbir Singh,INC,Punjab,Khadoor Sahib,Male,,Certificate Course,93,75,102,102,2,https://prsindia.org/mptrack/17-lok-sabha/jasbir-singh,5,5,5,10,0,6,2,0,9,1,12,4,1,2,3,7,0,0,4,0,1,7,1,0,0,1,0,1,1,1,1,3,1,0,3,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ravneet-singh,Ravneet Singh,INC,Punjab,Ludhiana,Male,48 years,Graduate,90,56,367,367,5,https://prsindia.org/mptrack/17-lok-sabha/ravneet-singh,37,23,11,25,10,14,4,5,12,7,18,10,5,12,1,8,0,4,8,5,4,6,3,3,7,5,5,10,11,4,6,13,5,1,8,0,4,5,7,2,5,3,0,5,4,8,1,1,2,4,1,1,2,0,0,1,0,1,0,0,0,0,0
preneet-kaur,Preneet Kaur,INC,Punjab,Patiala,Female,79 years,Graduate,85,18,27,27,0,https://prsindia.org/mptrack/17-lok-sabha/preneet-kaur,3,7,1,1,0,1,2,0,0,0,2,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bhagwant-mann,Bhagwant Mann,AAP,Punjab,Sangrur,Male,50 years,Under Graduate,54,41,43,43,0,https://prsindia.org/mptrack/17-lok-sabha/bhagwant-mann,1,1,4,0,1,0,2,1,1,1,2,0,0,1,2,1,1,1,2,0,1,1,0,2,0,0,0,2,0,1,0,3,3,0,0,0,1,0,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
simranjit-singh-mann,Simranjit Singh Mann,SAD,Punjab,Sangrur,Male,78 years,Graduate,85,10,0,0,0,https://prsindia.org/mptrack/17-lok-sabha/simranjit-singh-mann,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bhagirath-chaudhary,Bhagirath Chaudhary,BJP,Rajasthan,Ajmer,Male,69 years,Information Not Available,100,77,204,204,0,https://prsindia.org/mptrack/17-lok-sabha/bhagirath-chaudhary,15,11,17,13,4,5,8,9,13,7,9,0,7,4,4,4,9,4,4,0,4,7,4,2,2,1,5,3,4,3,5,0,0,4,2,1,3,0,0,1,1,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
balak-nath,Balak Nath,BJP,Rajasthan,Alwar,Male,39 years,Matric,78,13,225,225,0,https://prsindia.org/mptrack/17-lok-sabha/balak-nath,17,21,10,5,9,8,12,4,4,2,1,7,4,5,8,6,13,2,0,3,3,5,6,7,2,8,2,8,4,8,2,1,2,2,1,2,1,0,2,2,0,1,3,0,3,1,1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
kanakmal-katara,Kanakmal Katara,BJP,Rajasthan,Banswara,Male,66 years,Graduate,91,32,318,318,0,https://prsindia.org/mptrack/17-lok-sabha/kanakmal-katara,30,18,16,15,7,14,10,9,8,12,7,10,8,7,6,7,14,7,4,1,3,5,5,2,6,5,4,2,1,2,4,2,4,7,4,13,1,0,8,2,3,1,4,2,4,3,4,1,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0
kailash-choudhary,Kailash Choudhary,BJP,Rajasthan,Barmer,Male,50 years,Graduate,N/A,0,0,0,0,https://prsindia.org/mptrack/17-lok-sabha/kailash-choudhary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ranjeeta-koli,Ranjeeta Koli,BJP,Rajasthan,Bharatpur,Female,44 years,Under Matric,95,39,310,310,3,https://prsindia.org/mptrack/17-lok-sabha/ranjeeta-koli,26,22,11,10,8,12,16,11,9,7,3,12,9,4,10,5,4,5,9,7,8,2,5,7,5,5,4,8,3,8,3,2,4,2,4,1,3,1,1,7,0,2,1,1,5,1,5,6,0,1,0,3,1,0,0,0,0,0,0,0,0,1,0
subhash-baheria,Subhash Baheria,BJP,Rajasthan,Bhilwara,Male,67 years,Graduate,97,85,29,29,0,https://prsindia.org/mptrack/17-lok-sabha/subhash-baheria,3,2,2,4,2,1,2,0,1,0,1,1,0,0,3,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arjun-ram-meghwal,Arjun Ram Meghwal,BJP,Rajasthan,Bikaner,Male,70 years,Post Graduate,N/A,0,0,0,0,https://prsindia.org/mptrack/17-lok-sabha/arjun-ram-meghwal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chandra-prakash-joshi,Chandra Prakash Joshi,BJP,Rajasthan,Chittorgarh,Male,48 years,Graduate,89,159,328,328,8,https://prsindia.org/mptrack/17-lok-sabha/chandra-prakash-joshi,17,15,10,9,11,13,10,13,10,10,7,7,11,10,2,6,10,8,6,13,11,7,5,4,4,2,3,5,7,5,3,3,6,3,1,6,9,5,7,4,6,2,3,2,5,1,4,1,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0
rahul-kaswan,Rahul Kaswan,BJP,Rajasthan,Churu,Male,47 years,Graduate,96,98,277,277,3,https://prsindia.org/mptrack/17-lok-sabha/rahul-kaswan,19,21,15,15,8,10,13,13,4,8,10,3,4,6,6,8,7,7,5,2,5,5,4,6,0,4,6,3,5,5,5,7,2,7,8,1,1,7,2,5,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jaskaur-meena,Jaskaur Meena,BJP,Rajasthan,Dausa,Female,76 years,Post Graduate,95,76,318,318,0,https://prsindia.org/mptrack/17-lok-sabha/jaskaur-meena,22,27,20,12,12,7,16,18,14,9,1,8,10,7,12,10,5,11,6,3,5,1,9,3,7,7,4,0,1,5,15,1,2,3,0,10,1,2,0,3,0,2,0,1,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
nihalchand,Nihalchand,BJP,Rajasthan,Ganganagar,Male,53 years,Graduate,88,104,308,308,9,https://prsindia.org/mptrack/17-lok-sabha/nihalchand,30,25,18,7,9,11,20,13,11,6,3,4,9,4,13,9,2,8,10,4,6,0,2,9,8,4,4,4,7,3,6,2,1,7,5,3,0,1,3,4,0,1,0,3,2,1,1,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0
ramcharan-bohara,Ramcharan Bohara,BJP,Rajasthan,Jaipur,Male,67 years,Inter/ Higher Secondary,94,86,303,303,0,https://prsindia.org/mptrack/17-lok-sabha/ramcharan-bohara,23,18,16,7,9,7,15,12,7,11,5,4,8,3,8,9,11,2,6,6,2,7,2,7,5,3,7,4,11,7,11,0,10,4,3,2,2,0,2,2,4,6,0,1,1,4,1,0,2,2,0,3,0,0,1,0,0,0,0,0,0,0,0
rajyavardhan-singh-rathore,Rajyavardhan Singh Rathore,BJP,Rajasthan,Jaipur Rural,Male,54 years,Graduate,80,13,167,167,0,https://prsindia.org/mptrack/17-lok-sabha/rajyavardhan-singh-rathore,9,6,1,1,12,3,13,8,2,2,6,0,1,3,10,2,1,8,0,1,0,1,2,2,8,7,2,6,11,9,11,1,0,1,1,0,2,0,1,0,0,7,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
devji-patel,Devji Patel,BJP,Rajasthan,Jalore,Male,47 years,Matric,74,134,442,442,5,https://prsindia.org/mptrack/17-lok-sabha/devji-patel,37,23,39,8,19,10,20,11,20,8,5,7,12,10,10,5,14,15,7,6,6,6,15,11,5,5,6,9,7,4,9,2,7,8,3,9,5,0,2,6,2,2,1,7,1,1,9,0,1,0,1,3,0,0,1,1,1,0,0,0,0,0,0
dushyant-singh,Dushyant Singh,BJP,Rajasthan,Jhalawar-Baran,Male,50 years,Professional Post Graduate,82,75,258,258,0,https://prsindia.org/mptrack/17-lok-sabha/dushyant-singh,21,16,5,13,8,15,7,9,8,2,3,9,2,8,11,6,3,4,9,6,7,7,6,5,1,1,2,4,5,8,1,1,0,2,6,1,0,2,3,2,4,2,1,5,3,4,0,3,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0
narender-kumar,Narender Kumar,BJP,Rajasthan,Jhunjhunu,Male,63 years,Graduate,95,34,64,64,0,https://prsindia.org/mptrack/17-lok-sabha/narender-kumar,4,7,7,0,3,1,2,4,2,0,0,0,2,0,1,1,0,0,0,1,0,1,0,3,0,0,0,1,2,0,1,1,0,0,5,3,1,2,1,1,0,0,0,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gajendrasingh-shekhawat,Gajendrasingh Shekhawat,BJP,Rajasthan,Jodhpur,Male,56 years,Post Graduate,N/A,0,0,0,0,https://prsindia.org/mptrack/17-lok-sabha/gajendrasingh-shekhawat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manoj-rajoria,Manoj Rajoria,BJP,Rajasthan,Karauli-Dholpur,Male,54 years,Professional Post Graduate,93,87,319,319,9,https://prsindia.org/mptrack/17-lok-sabha/manoj-rajoria,22,21,3,16,10,8,8,7,8,9,4,11,10,6,6,6,5,6,4,7,12,3,4,5,5,5,6,11,8,8,1,5,2,4,7,3,5,1,7,6,5,8,1,0,3,2,6,3,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0
om-birla,Om Birla,BJP,Rajasthan,Kota,Male,61 years,Post Graduate,N/A,0,0,0,0,https://prsindia.org/mptrack/17-lok-sabha/om-birla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hanumana-ram,Hanumana Ram,RLP,Rajasthan,Nagaur,Male,51 years,Professional Graduate,90,185,249,249,2,https://prsindia.org/mptrack/17-lok-sabha/hanumana-ram,21,21,13,14,6,11,17,5,6,6,5,2,7,2,4,1,3,5,9,7,6,6,5,3,2,3,4,1,8,1,1,3,3,3,3,1,0,3,8,1,3,1,0,1,0,0,1,8,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
pp-chaudhary,P.P. Chaudhary,BJP,Rajasthan,Pali,Male,70 years,Professional Graduate,95,161,523,523,16,https://prsindia.org/mptrack/17-lok-sabha/pp-chaudhary,32,21,21,16,15,20,20,19,10,18,20,10,16,14,11,9,8,9,8,12,8,9,14,6,11,13,15,10,10,11,15,7,5,6,6,13,3,5,8,5,4,5,2,6,5,0,3,2,2,0,1,1,1,0,0,1,1,0,0,0,0,0,0
diya-kumari,Diya Kumari,BJP,Rajasthan,Rajsamand,Female,53 years,Doctorate,88,31,198,198,2,https://prsindia.org/mptrack/17-lok-sabha/diya-kumari,12,9,10,3,7,9,12,10,6,7,0,5,5,4,9,5,4,4,5,7,1,3,1,3,1,3,12,5,3,5,2,0,3,3,2,1,1,1,0,1,3,1,2,1,0,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
sumedhanand-saraswati,Sumedhanand Saraswati,BJP,Rajasthan,Sikar,Male,72 years,Post Graduate,92,72,456,456,0,https://prsindia.org/mptrack/17-lok-sabha/sumedhanand-saraswati,34,34,10,16,15,13,11,14,15,5,5,14,10,4,13,12,10,7,11,13,12,5,4,12,10,9,5,14,11,14,3,3,4,10,8,4,4,1,4,10,1,4,1,1,7,5,6,7,0,4,0,5,2,0,0,0,0,0,0,0,0,0,0
sukhbir-singh-jaunapuria,Sukhbir Singh Jaunapuria,BJP,Rajasthan,Tonk-Sawai Madhopur,Male,66 years,Graduate,95,24,182,182,0,https://prsindia.org/mptrack/17-lok-sabha/sukhbir-singh-jaunapuria,19,15,10,13,5,7,12,5,2,5,3,1,3,2,9,3,5,11,2,0,8,0,4,0,1,4,0,1,3,2,3,1,3,7,2,2,0,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arjunlal-meena,Arjunlal Meena,BJP,Rajasthan,Udaipur,Male,59 years,Post Graduate,81,39,262,262,0,https://prsindia.org/mptrack/17-lok-sabha/arjunlal-meena,17,23,25,5,5,7,16,5,17,7,7,4,7,5,6,6,8,4,4,0,5,3,4,8,3,2,4,6,0,1,4,5,3,1,2,15,3,1,0,0,2,3,0,1,1,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
indra-hang-subba,Indra Hang Subba,SKM,Sikkim,Sikkim,Male,35 years,Post Graduate,71,14,31,31,0,https://prsindia.org/mptrack/17-lok-sabha/indra-hang-subba,1,2,0,0,3,2,1,0,2,1,2,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,2,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
s-jagathrakshakan,S. Jagathrakshakan,DMK,Tamil Nadu,Arakkonam,Male,76 years,Inter/ Higher Secondary,36,18,272,272,0,https://prsindia.org/mptrack/17-lok-sabha/s-jagathrakshakan,25,26,7,7,26,9,12,5,3,5,3,13,2,15,3,4,5,4,2,4,8,3,1,3,5,1,6,10,6,6,0,5,2,5,2,2,0,5,5,1,2,0,1,1,1,3,2,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
mk-vishnu-prasad,M.K. Vishnu Prasad,INC,Tamil Nadu,Arani,Male,51 years,Professional Graduate,78,29,254,254,2,https://prsindia.org/mptrack/17-lok-sabha/mk-vishnu-prasad,16,8,4,4,6,5,8,11,7,10,9,14,15,10,7,4,7,7,7,7,8,5,3,5,2,1,6,5,1,5,6,1,2,1,2,2,3,4,1,3,2,3,1,0,1,1,2,0,5,4,1,0,0,1,0,0,1,0,0,0,0,0,0
dayanidhi-maran,Dayanidhi Maran,DMK,Tamil Nadu,Chennai Central,Male,57 years,Graduate,77,20,136,136,0,https://prsindia.org/mptrack/17-lok-sabha/dayanidhi-maran,16,1,9,8,5,2,3,5,3,4,7,4,0,8,3,1,0,2,3,2,0,4,0,2,5,2,1,2,0,2,0,5,2,3,2,0,4,0,0,2,3,0,2,1,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v-kalanidhi,V. Kalanidhi,DMK,Tamil Nadu,Chennai North,Male,54 years,Doctorate,83,59,295,295,3,https://prsindia.org/mptrack/17-lok-sabha/v-kalanidhi,28,16,18,14,11,11,3,9,9,10,1,8,11,6,15,7,5,9,13,3,3,4,8,2,4,6,1,2,4,5,4,4,3,3,3,0,2,2,5,3,2,2,0,6,0,4,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0
sumathy-thamizhachi-thangapandian,Sumathy Thamizhachi Thangapandian,DMK,Tamil Nadu,Chennai South,Female,61 years,Doctorate,79,63,292,292,8,https://prsindia.org/mptrack/17-lok-sabha/sumathy-thamizhachi-thangapandian,20,10,3,22,10,15,6,10,8,13,11,7,5,2,5,9,5,3,2,5,6,7,3,2,11,3,10,5,7,3,2,10,4,4,6,2,6,1,5,3,3,2,1,3,0,4,0,0,2,0,3,1,1,0,0,0,1,0,0,0,0,0,0
thirumaa-valavan-thol,Thirumaa Valavan Thol,VCK,Tamil Nadu,Chidambaram,Male,61 years,Post Graduate,70,69,157,157,6,https://prsindia.org/mptrack/17-lok-sabha/thirumaa-valavan-thol,16,5,2,15,1,5,1,3,3,3,7,2,2,1,4,3,1,3,10,1,3,3,2,3,1,2,5,1,1,3,2,5,3,2,3,1,1,4,6,1,1,1,2,1,3,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0
pr-natarajan,P.R. Natarajan,CPI(M),Tamil Nadu,Coimbatore,Male,73 years,Under Graduate,86,56,253,253,0,https://prsindia.org/mptrack/17-lok-sabha/pr-natarajan,21,5,12,21,12,4,8,9,4,8,8,2,12,6,12,9,4,19,3,0,2,3,1,1,4,6,8,4,2,2,2,7,4,5,4,0,3,1,3,1,1,1,1,0,0,1,1,0,1,1,0,2,0,0,0,0,1,1,0,0,0,0,0
trvs-ramesh,T.R.V.S. Ramesh,DMK,Tamil Nadu,Cuddalore,Male,53 years,Information Not Available,43,5,183,183,0,https://prsindia.org/mptrack/17-lok-sabha/trvs-ramesh,15,11,4,9,8,2,4,5,6,10,4,7,5,6,4,1,6,3,2,4,3,1,3,5,4,2,3,4,0,3,6,1,1,1,2,1,1,5,2,2,2,3,2,1,3,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
